code,title_persian,title_english,price,discount,grade,code,shabak,page_count,release_year_sh,release_year_mi,exist,earliest_access,print_series,ghate,cover
116099,لمس کردن یا لمس نکردن،مسئله این است!, An Exceptional Children's Guide to Touch,36000,20,3.19,116099,978-6004777384,64,1402,2012,True,1402-07-09,1,رقعی,شومیز
53156,پولیچو ترسناکه, Policho,48750,25,3.29,53156,978-6003204485,20,1399,,True,1402-07-08,2,خشتی,زرکوب
116271,مراودات, Moravdat,26250,25,3.07,116271,978-6227827156,70,1401,,True,1402-07-08,1,رقعی,شومیز
113650,سنگ قبری از مرمر واژه ها, Arabic Poetry,68000,20,3.05,113650,978-6225257450,102,1402,,True,1402-07-08,1,رقعی,شومیز
35386,پرواز با پاراگلایدر, Flying with a paraglider,22500,25,3.14,35386,978-6227177336,236,1399,,True,1402-07-10,1,رقعی,شومیز
56590,تصوف، قبالا و گنوسی در نگاه تطبیقی," A Comparative Study Of Sufism, Kabbalah And Gnosticism",58500,25,3.93,56590,978-9644015687,419,1398,,True,1402-07-08,1,وزیری,زرکوب
70230,ای. جی و هیولای هالوین," It's Halloween, I'm Turning Green",41250,25,3.44,70230,978-6007700273,120,1401,2013,True,1402-07-09,5,رقعی,شومیز
88839,هنر تزئین و چیدمان 2, Country Chic Table Settings,28500,25,3.16,88839,978-6005432381,64,1399,2003,True,1402-07-10,2,خشتی,شومیز
99394,مهربانو, Mehr banoo,315000,30,3.81,99394,978-6005955002,1056,1400,,True,1402-07-08,3,وزیری,سلفونی
38378,هشت پیانیست, Hasht Pianist,37500,25,3.76,38378,978-6003673793,240,1399,,True,1402-07-10,4,رقعی,شومیز
120410,تمرین های قانون جذب, Exercises of the law of attraction,104000,20,3.83,120410,978-6227201192,140,1402,,True,1402-07-08,1,رقعی,شومیز
55508,مقصد خوشبختی, Destination happiness: 12 simple principles that will change your life,108000,20,3.01,55508,	‏‫‬‭978-6227719062,226,1400,2017,True,1402-07-06,2,رقعی,شومیز
108169,ستاره های دوست داشتنی, Lovely stars,9000,25,3.17,108169,978-6003202757,24,1396,,True,1402-07-10,2,خشتی,شومیز
91095,پایه های فیزیک کوانتوم, Basics of quantum physics,84000,25,3.4,91095,978-6227809268,139,1400,,True,1402-07-10,1,رقعی,شومیز
109334,مجموعه مهارت های زندگی 10, Life Skills,7500,25,3.74,109334,978-9641700296,64,1387,,True,1402-07-10,2,خشتی,شومیز
111602,وقتی می ترسیم, When I Feel Afraid,24000,20,3.24,111602,978-6000819682,24,1402,2003,True,1402-07-10,1,خشتی,شومیز
54368,پلورالیسم, Pluralism,82500,25,3.02,54368,978-9647518062,192,1395,1995,True,1402-07-06,4,رقعی,شومیز
15193,زنگ انشاء, The German Lesson,148000,20,4.07,15193,978-9644484339,486,1388,1968,True,1402-07-06,1,رقعی,شومیز
91110,درنگ کن, Derang Kon,24500,30,3.67,91110,978-9641221548,24,1401,,True,1402-07-10,1,رقعی,شومیز
46721,لکه های گل, Lake-haye Gol,18750,25,3.6,46721,978-6004056243,98,1400,,True,1402-07-06,1,رقعی,شومیز
48752,مزایده ی یک قلب شکسته, Mozayede-ye Yek Ghalb-e Shekasteh,183750,25,3.36,48752,978-9642240708,331,1388,,True,1402-07-10,1,رقعی,شومیز
12288,سیگار همفری بوگارت, Collected poems,4500,25,3.35,12288,9786009311248,108,1393,2014,True,1402-07-08,1,رقعی,شومیز
27792,نقد زیبایی شناختی و نقد اخلاقی, Aesthetic and Moral Critique,56250,25,3.39,27792,978-9649940557,193,1396,,True,1402-07-08,1,رقعی,شومیز
12314,مرشد و مارگریتا, The Master and Margarita,255000,15,3.75,12314,978-9647443272,534,1402,1967,True,1402-07-08,32,رقعی,شومیز
13153,مرشد و مارگاریتا(جلد سخت), The Master and Margarita,280000,20,3.6,13153,978-6002535092,568,1401,1967,True,1402-07-06,9,پالتویی,جلدسخت
449,مرشد و مارگریتا, The Master and Margarita,230000,20,4.0,449,978-600-7987-27-8,624,1400,1967,True,1402-07-09,3,رقعی,جلدسخت
30126,مرشد و مارگریتا, The Master and Margarita,270000,10,2.916667,30126,978-9640018699,480,1401,1967,True,1402-07-06,5,رقعی,شومیز
120539,مرشد و مارگریتا,  The Master and Margarita,70000,20,3.56,120539,978-6226344630,107,1401,1967,True,1402-07-10,1,رقعی,شومیز
82154,مرشد و مارگاریتا, The Master and Margarita,250000,,3.166667,82154,978-6002535092‬‬,568,1401,1967,,,9,پالتویی,شومیز
2322,مرشد و مارگریتا, The Master and Margarita,95000,,3.62,2322,9786006608556,504,1398,1967,False,,2,رقعی,جلدسخت
2324,مرشد و مارگریتا, The Master and Margarita,140000,,3.3,2324,9786009538478,444,1400,,,,4,رقعی,زرکوب
62333,مرشد و مارگریتا (جلد سخت), The Master and Margarita,280000,,4.25,62333,978-9647443272,534,1402,1967,,,32,رقعی,جلدسخت
42712,غروب پا به ماه, Ghoroub-e Pa Be Mah,14000,30,3.47,42712,978-6006889467,72,1396,,True,1402-07-10,2,رقعی,شومیز
75256,کوچیکه, Koochike,7125,25,3.79,75256,978-2000571957,200,1396,,True,1402-07-10,1,رقعی,شومیز
1971,امپراتور جونز, The Emperor Jones,48000,20,3.3,1971,978-6227600063,85,1402,1920,True,1402-07-08,2,رقعی,شومیز
40702,سفرنامه ی باد, Travelogue of the wind,11250,25,3.67,40702,978-6004610650,208,1396,,True,1402-07-08,1,رقعی,شومیز
109675,کودک شاد, The Joyful Child,46400,20,3.94,109675,978-6009667659,206,1397,2013,True,1402-07-10,2,وزیری,شومیز
113494,طلسم 4, The Last Council,112000,20,3.43,113494,978-6223011733,224,1402,2011,True,1402-07-08,1,رقعی,شومیز
93644,وقتی همه رئیس جمهورند, Flash Fiction Forward: 80 Very Short Stories,67500,25,3.29,93644,978-6223120626,240,1401,2006,True,1402-07-10,1,رقعی,شومیز
98374,تا شباهتت را به مقتول کم کنی, Flash Fiction Forward,59625,25,3.95,98374,978-6009469574,134,1398,2006,True,1402-07-08,4,رقعی,شومیز
108314,لباس من ، لباس تو," My Clothes, Your Clothes",52500,25,3.18,108314,978-6008284451,28,1399,2015,True,1402-07-08,1,خشتی,شومیز
44491,آداب معاشرت به زبان آدمیزاد, Etiquette For Dummies,120000,25,3.58,44491,978-9644082856,416,1401,1999,True,1402-07-06,14,وزیری,شومیز
65998,آداب معاشرت به زبان خودمانی, Etiquette For Dummies,188650,30,3.26,65998,978-9642911486,428,1394,1999,True,1402-07-06,2,وزیری,شومیز
115674,ملاقات هایی از آن سوی حیات, Visits From The Afterlife,28000,20,3.52,115674,978-9648285970,388,1388,2003,True,1402-07-06,4,رقعی,شومیز
36742,خون و نفت, Blood and Oil,52500,30,3.47,36742,978-6226652780,400,1399,2020,True,1402-07-08,2,رقعی,شومیز
47354,بازیگر و بدنش, The Actor And His Body,24500,30,3.46,47354,978-9641213079,112,1400,1977,True,1402-07-06,11,رقعی,شومیز
26187,ققنوس همین جاست, Phoenix is Right ​​Here,42700,30,3.34,26187,978-6222440213,152,1398,,True,1402-07-06,1,پالتویی,شومیز
102201,سوسیالیسم بازار, Market Socialism,105000,30,3.53,102201,978-9649283129,284,1382,1998,True,1402-07-06,2,رقعی,شومیز
19095,دروغ های کوچک بزرگ, Big Little Lies,52000,20,3.16,19095,978-6005461886,448,1398,2014,True,1402-07-08,3,رقعی,شومیز
561,دروغ های کوچک بزرگ, Big Little Lies,160300,30,4.23,561,978-600-7845-69-1,446,1402,2014,True,1402-07-10,9,رقعی,شومیز
9447,دروغ های کوچک بزرگ, Big Little Lies,245000,25,4.25,9447,9786003840416,448,1402,2014,True,1402-07-08,10,رقعی,شومیز
52092,انجمن نگهبانان 1 (بخش اول), The Oversight,222750,25,3.16,52092,978-6008941279,310,1401,2014,True,1402-07-10,6,رقعی,شومیز
52093,انجمن نگهبانان 1 (بخش دوم), The Oversight,207200,30,3.96,52093,978-6008941286,291,1399,2014,True,1402-07-06,3,رقعی,شومیز
80598,عزت نفس درمانی, Self-Esteem Therapy,38250,15,3.46,80598,978-6006395463,80,1400,1995,True,1402-07-08,2,جیبی,شومیز
70986,عشق، زن و زیبایی, Eshgh Zan ...,176000,20,3.57,70986,978-6008410294,435,1401,,True,1402-07-06,1,رقعی,شومیز
32443,خدا چی آفریده؟, Everyone has a right,8000,20,3.56,32443,978-9651142703,12,1398,,True,1402-07-10,1,خشتی,شومیز
32445,یکی به من کمک کنه؟, Everyone has a right,11250,25,3.69,32445,978-9642022069,12,1399,,True,1402-07-10,2,خشتی,شومیز
32446,مثل قصه, Everyone has a right,10000,25,3.16,32446,978-9642022076,12,1399,,True,1402-07-10,2,خشتی,شومیز
32447,پرخوری ممنوع, Everyone has a right,10000,25,3.68,32447,978-9642022083,12,1398,,True,1402-07-10,1,خشتی,شومیز
32444,قشنگی های دنیا؟, Everyone has a right,10000,20,3.44,32444,978-9642022052,12,1398,,True,1402-07-10,1,خشتی,شومیز
11622,سپیددندان, White Fang,94500,30,3.96,11622,978-964-351-548-5,287,1401,1906,True,1402-07-10,8,رقعی,شومیز
26400,سپید دندان, White Fang,46500,25,3.35,26400,978-6001215278,339,1401,1906,True,1402-07-06,16,جیبی,شومیز
110847,سپید دندان, White Fang,130000,25,3.32,110847,978-9640022160,256,1402,1906,True,1402-07-06,11,رقعی,شومیز
61469,سپید دندان, White Fang,30000,25,3.92,61469,978-6003740143,48,1399,1905,True,1402-07-10,1,وزیری,شومیز
25164,سپید دندان, White Fang,75000,25,3.56,25164,978-9646742659,176,1401,1905,True,1402-07-08,16,وزیری,شومیز
37008,سپید دندان (جیبی), White Fang,50000,30,3.52,37008,978-6002511072,432,1400,1906,True,1402-07-08,4,جیبی,شومیز
37010,سپید دندان, White Fang,60000,30,3.91,37010,978-9645361981,302,1401,1906,True,1402-07-10,5,رقعی,شومیز
3631,سپید دندان, White Fang,80000,25,3.52,3631,9786003202290,128,1398,1905,True,1402-07-08,2,رقعی,سلفونی
25167,سپید دندان, White Fang,210000,25,3.02,25167,978-9643694975,328,1401,1905,True,1402-07-06,16,جیبی,زرکوب
33620,سپید دندان, White Fang,150000,30,3.03,33620,978-9648329438,266,1401,1906,True,1402-07-06,15,رقعی,شومیز
64961,سپید دندان, White Fang,190000,30,3.51,64961,978-6009855407,274,1398,1906,True,1402-07-10,2,رقعی,شومیز
81137,سپید دندان, White Fang,32000,25,3.38,81137,978-6006753881,64,1399,1905,True,1402-07-08,3,رحلی,شومیز
104825,سپید دندان, White Fang,110000,20,3.21,104825,978-9645732354,291,1402,1906,True,1402-07-10,1,رقعی,زرکوب
3637,سپید دندان, White Fang,9000,,3.08,3637,9789642621743,112,1392,1905,False,,1,رقعی,شومیز
45735,گرسنگی, Hunger: A Memoir of (My) Body,40000,20,3.54,45735,978-6222600211,322,1399,2017,True,1402-07-08,3,رقعی,شومیز
115907,سیری ناپذیر, Hunger: A Memoir of (My) Body,30000,25,3.57,115907,978-6229948569,250,1399,2017,True,1402-07-08,1,رقعی,شومیز
30563,گرسنگی, Hunger: A Memoir of (My) Body,45000,,3.26,30563,978-6008066996,308,1399,2017,,,3,رقعی,شومیز
2161,گرسنگی, Hunger: A Memoir of (My) Body,45000,,4.21,2161,978-600-461-185-5,272,1398,2017,,,5,رقعی,شومیز
15810,جنایت و مکافات, Crime and Punishment,382500,15,3.5625,15810,978-9643517397,711,1402,,True,1402-07-06,15,رقعی,جلدسخت
64417,جنایت و مکافات (پالتویی), Crime and Punishment,180000,20,3.4375,64417,978-6222671792,755,1400,1866,True,1402-07-08,1,پالتویی,جلدسخت
3166,جنایت و مکافات, Crime and Punishment,285000,10,3.928571,3166,9789642132201,730,1402,1866,True,1402-07-06,18,رقعی,شومیز
4252,جنایت و مکافات (۲ جلدی), Crime and Punishment,928000,20,3.978261,4252,978-6004365413,1662,1401,1866,True,1402-07-06,7,پالتویی,جلدسخت
50780,جنایت و مکافات, Crime and Punishment,45000,25,3.071429,50780,978-6001271625,96,1399,1866,True,1402-07-08,,رقعی,شومیز
106083,جنایت و مکافات, Crime and Punishment,400000,25,3.33,106083,978-6007399798,797,1398,1866,True,1402-07-08,1,رقعی,زرکوب
13501,جنایت و مکافات, Crime and Punishment,485000,30,3.89,13501,978-9643748470,679,1398,,True,1402-07-06,2,رقعی,جلدسخت
95450,جنایات و مکافات, Crime and Punishment,258000,30,3.71,95450,978-6227929997,523,1401,1866,True,1402-07-08,1,رقعی,شومیز
120538,جنایت و مکافات, Crime and Punishment,118000,20,3.29,120538,978-6226344555,152,1401,1866,True,1402-07-08,1,رقعی,شومیز
92309,جنایت و مکافات, Crime and Punishment,580000,40,3.4,92309,978-6008866763,536,1401,1866,True,1402-07-10,2,رقعی,شومیز
849,جنایت و مکافات, Crime and Punishment,295000,,3.611111,849,978-600-253-045-5,664,1400,1866,,,8,رقعی,جلدسخت
4253,جنایت و مکافات, Crime and Punishment,90000,,3.52,4253,9789643462369,626,1398,1866,False,,5,رقعی,زرکوب
50749,جنایت و مکافات, Crime and Punishment,110000,,3.74,50749,978-6226999359,784,1399,1866,False,,1,رقعی,شومیز
14794,جنایت و مکافات, Crime and Punishment,250000,,4.1875,14794,978-9644870026,777,1401,1866,,,16,رقعی,جلدسخت
64335,سنگفرش هر خیابان از طلاست, Every Street is Paved with Gold,108000,20,3.94,64335,978-6008688358,240,1402,1989,True,1402-07-08,2,رقعی,شومیز
1776,سنگفرش هر خیابان از طلاست, Every Street is Paved with Gold: Success Secrets of a Korean Entrepreneur,168750,25,3.7,1776,978-600-5026-35-1,280,1401,1992,True,1402-07-08,33,رقعی,زرکوب
80683,سنگفرش هر خیابان از طلاست, Every Street is Paved with Gold,165000,30,3.99,80683,978-6226912501,192,1402,1992,True,1402-07-08,3,رقعی,شومیز
60536,سنگفرش هر خیابان از طلاست, Every Street is Paved with Gold,140000,30,3.57,60536,978-9646651784,239,1401,1992,True,1402-07-06,29,رقعی,شومیز
62862,سنگفرش‏ هر خیابان‏ از طلاست‏, Every Street is Paved with Gold,70000,20,3.56,62862,978-6009454563,208,1399,1992,True,1402-07-10,3,رقعی,شومیز
79477,سنگ فرش هر خیابان از طلاست, Every Street is Paved with Gold,148000,30,3.99,79477,978-9646851894,191,1401,1992,True,1402-07-10,1,رقعی,شومیز
89978,سنگفرش هر خیابان از طلاست, Every Street is Paved with Gold,110000,30,3.32,89978,978-6003290839,272,1400,1992,True,1402-07-06,4,رقعی,جلدسخت
92819,سنگفرش هر خیابان از طلاست, Every Street is Paved with Gold,120000,40,3.68,92819,978-6008866022,208,1400,1992,True,1402-07-10,8,رقعی,شومیز
120395,سنگفرش هر خیابان از طلاست, Every Street is Paved with Gold,120000,30,3.57,120395,978-9648673838‬‬‬,215,1399,1992,True,1402-07-10,3,رقعی,شومیز
120967,سنگفرش هر خیابان از طلاست, Every street is paved with gold,85000,30,3.8,120967,978-6006235530,204,1402,1992,True,1402-07-10,6,رقعی,شومیز
21120,بخواهید تا به شما داده شود, Ask and It Is Given,144000,20,3.76,21120,978-6007061879,360,1402,2004,True,1402-07-08,7,رقعی,شومیز
31400,بخواهید تا به شما داده شود, Ask and It Is Given,140000,20,3.21,31400,978-6007133446,304,1402,2004,True,1402-07-08,13,رقعی,شومیز
69930,بخواهید تا به شما عطا شود, Ask and It Is Given,93000,15,3.49,69930,978-6005361063,296,1400,2004,True,1402-07-08,4,رقعی,شومیز
23949,تعالیم آبراهام, Ask and It Is Given,230000,20,3.02,23949,978-6005733815,332,1401,2004,True,1402-07-06,10,رقعی,شومیز
54335,بخواهید تا به شما داده شود, Ask and It Is Given,140000,10,3.39,54335,978-9646092945,272,1401,2004,True,1402-07-10,28,رقعی,شومیز
83229,بخواهید تا اجابت شود, Ask and It Is Given,259900,20,3.81,83229,978-6222207229,368,1401,2004,True,1402-07-08,1,رقعی,شومیز
21123,درخواست کن برآورده می شود, Ask and It Is Given,192000,25,4.0,21123,978-6008034810,320,1398,2004,True,1402-07-10,4,رقعی,شومیز
98129,بخواهید تا به شما داده شود, Ask and It Is Given,240000,40,3.42,98129,978-6009896165‬‬,231,1400,2004,True,1402-07-10,6,رقعی,شومیز
14489,بخواهید و به شما داده می شود, Ask and It Is Given,60000,,3.03,14489,978-6008913016,456,1399,2004,,,4,رقعی,شومیز
100131,بخواهید تا به شما داده شود, Ask and It Is Given,80000,,3.29,100131,‫‬‮‭978-6226395991,237,1400,2004,False,,2,رقعی,شومیز
114018,بخواهید تا به شما داده شود, Ask and It Is Given,200000,,3.6,114018,978-6227701500,224,1402,,False,,3,رقعی,شومیز
104253,گراف ها, Graphs,37500,25,3.66,104253,978-6227564662,46,1401,,True,1402-07-10,1,رقعی,شومیز
75233,در خانه, At Home,22400,20,3.65,75233,978-0002319843,313,1396,1999,True,1402-07-06,1,رقعی,شومیز
1850,قلاب, Tripwire,136500,25,4.09,1850,978-600182135-6,552,1401,1999,True,1402-07-08,3,رقعی,شومیز
49344,راهنمای عملی طرحنامه نویسی در روش تحلیل محتوی, Content analysis method,101250,25,3.77,49344,978-9642244393,100,1391,,True,1402-07-08,1,رقعی,شومیز
38708,خاطره های فلک الافلاک, Khatere-haye Falak alAflak,18750,25,3.58,38708,978-6008967361,152,1399,,True,1402-07-08,1,رقعی,شومیز
116246,مامان گل, Maman Gol,15000,25,3.9,116246,978-9640225608,12,1401,,True,1402-07-08,5,خشتی,شومیز
86483,واژگان و اصطلاحات معماری قرآنی, Memari Ghorani,157500,25,3.14,86483,978-6227046724,373,1400,,True,1402-07-10,2,وزیری,شومیز
79366,از جهنم سرد ”شین” تا بهشت ارزنتاک, Az Jahanam-e Sard,56000,20,3.61,79366,978-6001757884,352,1397,,True,1402-07-10,2,رقعی,شومیز
116016,زندگی واسیلی, Life of father Vassily,187000,15,3.96,116016,‏‫‭978-6002538840,168,1402,1903,True,1402-07-06,1,خشتی,جلدسخت
112018,دانشنامه ی آثار بهرام بیضایی, Encyclopedia of Bahram Bayzaei's works,136000,15,3.21,112018,978-9641942139,278,1402,,True,1402-07-08,1,رقعی,شومیز
70873,دنیای رنگارنگ کوسه ها, Smart About Sharks,41250,25,3.41,70873,978-6222044572,40,1400,2016,True,1402-07-10,1,رحلی,شومیز
105864,هنر همدردی, Über das Mitleid,83045,15,3.11,105864,978-9642135349,152,1402,2005,True,1402-07-08,2,رقعی,جلدنرم
45482,ذهن زیبا در بورس, Börsenerfolg beginnt im Kopf,234000,10,3.24,45482,978-9642522880,328,1401,2012,True,1402-07-06,6,رقعی,شومیز
68208,بررسی تحول های اقتصادی-سیاسی نسل دهه ۹۰, Tahavolhaye Eghtesadi,123250,15,3.07,68208,978-6004371193,287,1400,,True,1402-07-10,1,وزیری,شومیز
86562,مشاهیر مرگ: سلاخ خانه کوچک شهر, Little Slaughterhouse on the Prairie,37800,30,3.96,86562,978-6227543339,84,1401,2018,True,1402-07-08,1,پالتویی,شومیز
74944,زنبور آبی, Zanboore Aabi,18750,25,3.56,74944,978-2000094661,32,1386,,True,1402-07-10,1,خشتی,جلدسخت
108699,روان شناسی ورزش, Sport Psychology,52500,25,3.13,108699,978-6002500892,352,1394,2011,True,1402-07-10,1,وزیری,شومیز
117916,شور عشق الهی, Enter the Quiet Heart: Cultivating a Loving Relationship with God,217000,30,3.74,117916,978-6003400498,508,1399,1998,True,1402-07-10,3,رقعی,شومیز
21534,کودک بی قرار, The Hurried Child,28000,30,3.52,21534,978-9643515553,311,1398,1981,True,1402-07-08,2,رقعی,شومیز
65999,کودک و رشد شتابزده, The Hurried Child,202500,25,3.32,65999,978-6226665537,387,1400,1981,True,1402-07-10,2,رقعی,شومیز
58848,سامسای عاشق, Samsa in love,83300,15,3.02,58848,978-6226654852,396,1400,2021,True,1402-07-09,1,رقعی,شومیز
95314,حل مسایل ساختمان داده با پایتون, Solving data structure problems with Python,162000,10,3.16,95314,978-6007272251,216,1397,,True,1402-07-10,1,رقعی,شومیز
70111,حفاظت محیط زیست, The environment,28000,20,3.84,70111,978-9643891367,96,1393,2003,True,1402-07-08,3,خشتی,شومیز
94557,اندازه گیری الکترونیکی, Electronic measurement,243000,10,3.39,94557,978-964577721800,401,1394,,True,1402-07-10,9,رقعی,شومیز
121235,نی نی نقاش 1, Nini Naghash,18750,25,3.88,121235,978-6006897516,,1401,,True,1402-07-10,7,رقعی,شومیز
65031,توحید و شرک, Tohid va Sherk,96000,20,3.27,65031,978-6005365597,45,1390,,True,1402-07-08,1,رقعی,شومیز
, آلبوم موسیقی تنها صداست که می ماند, Tanha sedast ke mimanad,85500,10,3.66,,,,,,True,1402-07-06,,,
56915,خواب دم صبح, Khab-e Dam-e Sobh,48000,25,3.95,56915,978-6007507742,64,1398,,True,1402-07-08,1,رقعی,شومیز
43707,تغذیه با شیر مادر, Breastfeeding,91000,30,3.3,43707,978-9643495176,64,1390,2006,True,1402-07-09,2,وزیری,شومیز
32020,رساله حقوق, Law treatise imam Ali Ibn Al-Hussein,105000,30,3.1,32020,978-9643044039,131,1398,,True,1402-07-06,9,جیبی,شومیز
36682,شیلا آشپز می شود, Lola joue à la dînette,10500,30,3.8,36682,978-6002510471,14,1399,2012,True,1402-07-06,9,خشتی,شومیز
59688,واژه نامه ی تخصصی مشاوره و روانشناسی(دو زبانه),  Dictionary of counselling and psychology,168750,25,3.21,59688,978-96440570502,460,1386,2007,True,1402-07-08,1,جیبی,شومیز
106900,رفتار فریبکارانه, Tricky Behavior,24500,30,3.5,106900,978-9642251346,32,1394,2010,True,1402-07-10,1,رحلی,شومیز
54543,بیماری ها و رژیم غذایی, Diseases and diet,7500,25,3.77,54543,978-6008320584,57,1398,,True,1402-07-10,1,رقعی,شومیز
38958,زمان و وقت شناسی, Time and chronology,20000,20,3.98,38958,978-6004367684,120,1398,,True,1402-07-06,1,رقعی,شومیز
90777,تقویت هوش 1, Hoosh,56250,25,3.23,90777,978-6005463453,16,1397,,True,1402-07-10,2,رحلی,شومیز
90779,تقویت هوش 2, Hoosh,56250,25,3.43,90779,978-6005463477,16,1397,,True,1402-07-10,2,رحلی,شومیز
90785,تقویت هوش 3, Hoosh,75000,25,3.33,90785,978-6005463491,16,1396,,True,1402-07-10,2,رحلی,شومیز
90787,تقویت هوش 4, Hoosh,75000,25,3.59,90787,978-6005463507,16,1396,,True,1402-07-10,2,رحلی,شومیز
52536,رئیس زندگی خودت باش!, How to Be a Bawse,56000,30,3.05,52536,978-6227383027,191,1401,2017,True,1402-07-08,4,رقعی,شومیز
112755,فصلنامه ارتباطات،تبلیغات،برندسازی 2, Badkobeh,37500,25,3.03,112755,978-2001231980,160,1398,,True,1402-07-10,1,وزیری,شومیز
104653,سرگرمی های فکری 4, ‫‬‭Creativity,56250,25,3.05,104653,978-9640708538,72,1400,,True,1402-07-06,4,خشتی,شومیز
94596,حسابداری برای مدیران, Accounting for managers,333000,10,3.95,94596,978-6003080881,524,1398,,True,1402-07-10,2,رحلی,شومیز
4647,ماندن در مسیر, Staying on the Path,63920,20,3.48,4647,978-9644120633,191,1389,1995,True,1402-07-06,5,جیبی,شومیز
76588,علفزار کیت, Kit's Wilderness,63000,25,3.69,76588,978-6222040963,288,1401,1999,True,1402-07-10,1,رقعی,شومیز
89470,دانستنیها 6, Danestaniha,90000,25,3.41,89470,978-9642388585,96,1394,,True,1402-07-08,2,رحلی,شومیز
4035,دره کبری ها, The Valley Of The Cobras,37500,25,3.74,4035,9786003744417,54,1397,1957,True,1402-07-09,2,رحلی,شومیز
29017,گورمه رپسودی, Gourmet Rhapsody,42000,30,3.75,29017,978-6226661676,170,1399,2000,True,1402-07-06,1,پالتویی,شومیز
89030,محبوب همگان باشید, Be a People Person,48000,20,3.27,89030,978-9643287122,216,1398,1989,True,1402-07-06,2,رقعی,شومیز
86393,معماری همگون با ساختار های گیاهی, Memari,157250,15,3.86,86393,978-6006509365,192,1394,,True,1402-07-08,1,رقعی,شومیز
35732,فارسی عمومی, Farsi,165000,25,3.02,35732,978-9645620972,344,1401,2005,True,1402-07-10,48,وزیری,شومیز
31746,منبع نور بهشت، خنده تو فاطمه, Reyhane-ye Khoda,42400,20,3.04,31746,978-6008031406,210,1398,,True,1402-07-10,2,رقعی,شومیز
31749,واژه های خیس, Reyhane-ye Khoda,29600,20,3.95,31749,978-6008031468,163,1399,,True,1402-07-10,2,رقعی,شومیز
31747,بانو ! اجازه!, Reyhane-ye Khoda,56000,,3.02,31747,978-6008031413,244,1399,,False,,4,رقعی,شومیز
31748,فاطمه ای که تو یادمان دادی, Reyhane-ye Khoda,21000,,3.16,31748,978-6008031420,171,1399,,,,3,رقعی,شومیز
36094,پرواز با بالهای شکسته, Flying with broken wings,42750,25,3.67,36094,978-6003264953,155,1399,,True,1402-07-10,1,رقعی,شومیز
45044,نایت ساید 7, Something from the Nightside,91000,30,3.36,45044,978-6002910011,217,1397,2003,True,1402-07-10,6,رقعی,شومیز
48730,شاه در خطر, The King in Jeopardy,30000,25,3.14,48730,978-6001301469,160,1400,1998,True,1402-07-08,3,وزیری,شومیز
26824,باغ قدیمی, The Old Garden,200000,20,3.42,26824,978-6229558478,608,1399,2000,True,1402-07-10,1,رقعی,شومیز
40003,حکایت های کنتربری, The Canterbury Tales,632000,20,3.52,40003,978-6220110194,955,1402,1400,True,1402-07-06,1,رقعی,جلدسخت
93071,آموزش جامع لینوکس (سطح پیشرفته), Linux,440000,20,3.25,93071,978-6001246777,708,1396,,True,1402-07-10,1,وزیری,شومیز
107388,گنجینه پند و حکمت ایرانی, Iranian advice and wisdom,85000,15,3.9,107388,978-9640223437,724,1398,,True,1402-07-08,1,رقعی,زرکوب
89645,دوچرخه ی بال دار, Docharkhe Baldar,12750,15,3.57,89645,978-6008746362,96,1396,,True,1402-07-06,1,رقعی,شومیز
351,شفق, Twilight,150500,30,3.58,351,978-964-174-057-5,526,1396,2005,True,1402-07-10,7,رقعی,شومیز
61835,گرگ و میش, Twilight,105000,30,3.29,61835,978-9645024718,550,1401,2005,True,1402-07-06,4,رقعی,شومیز
5514,گرگ و میش, Twilight,190000,,3.44,5514,978-9648957181,528,1389,2010,,,1,رقعی,زرکوب
61774,عشق برتر از ایمان, Love Greater Than Faith,11250,25,3.22,61774,978-9645027320,162,1392,2011,True,1402-07-08,1,رقعی,شومیز
42486,مغز پویا, Livewired,108000,20,3.24,42486,‏‫‭978-6227061123‬‬,336,1401,2020,True,1402-07-06,2,رقعی,شومیز
58661,مغز پویا, Livewired,140000,20,3.03,58661,978-6227124408,352,1400,,True,1402-07-08,3,رقعی,شومیز
99568,دیگ های بخار, Boiler Operator's Handbook,360000,10,3.81,99568,978-6001653773,656,1397,2004,True,1402-07-06,1,وزیری,جلدسخت
96511,شایعات رژیم غذایی و حقایق کاهش وزن, Diet Lies and Weight Loss Truths,191200,20,3.79,96511,978-6003555105,170,1400,2020,True,1402-07-10,1,رحلی,شومیز
, صوتی درخت های تشنه, Derakht-haye teshneh,58500,10,3.36,,,,,,True,1402-07-10,,,
106015,گاندی کیست, Who Was Gandhi?,52500,30,3.21,106015,978-6222442040,64,1401,2014,True,1402-07-08,1,رقعی,شومیز
37541,من و دار و دسته ی راهزن ها - جلد 1, Me Rosvolat,60000,25,3.4,37541,978-6226839181,262,1400,2010,True,1402-07-10,2,رقعی,شومیز
22841,ساندویچ دزد, The Swan,25500,15,3.11,22841,978-9646688711,200,1398,1991,True,1402-07-08,1,رقعی,شومیز
106789,شش انگشت ندارم, 6 Angosht Nadaram,21000,30,3.34,106789,978-9642250721,78,1395,,True,1402-07-10,3,رقعی,شومیز
103200,مجله آتش 16, Atash 16,37500,25,3.26,103200,978-0501867654,109,1401,,True,1402-07-08,1,رحلی,شومیز
113027,فلش کارت میوه ها, Miveha,31500,30,3.46,113027,978-6226539524,32,1400,,True,1402-07-10,1,جیبی,جلدنرم
